usuario_id,fecha_registro,pais,ciudad,edad,segmento_edad,genero,canal_adquisicion
U00365,2024-03-13,Chile,Concepción,26,25-34,Masculino,Redes sociales
U00366,2023-03-02,España,Valencia,29,25-34,Masculino,Publicidad digital
U00367,2024-12-18,Ecuador,Quito,37,35-44,Masculino,Orgánico
U00368,2025-05-26,Perú,Arequipa,18,18-24,Femenino,Alianza comercial
U00369,2023-03-24,Chile,Temuco,39,35-44,Prefiere no indicar,Publicidad digital
U00370,2023-09-15,Perú,Lima,18,18-24,Masculino,Alianza comercial
U00371,2024-05-13,Chile,Temuco,18,18-24,Femenino,Referido
U00372,2023-10-15,Colombia,Bogotá,36,35-44,Femenino,Publicidad digital
U00373,2023-03-03,España,Sevilla,54,45-54,Femenino,Redes sociales
U00374,2024-12-17,Colombia,Barranquilla,33,25-34,Femenino,Orgánico
U00375,2024-01-20,México,Puebla,28,25-34,Masculino,Orgánico
U00376,2023-12-06,Colombia,Cali,35,35-44,Masculino,Referido
U00377,2024-02-26,Colombia,Bogotá,27,25-34,Femenino,Alianza comercial
U00378,2025-06-25,Chile,La Serena,19,18-24,Femenino,Orgánico
U00379,2025-03-12,Perú,Cusco,18,18-24,Masculino,Redes sociales
U00380,2024-07-30,México,Ciudad de México,18,18-24,Masculino,Orgánico
U00381,2024-08-23,México,Puebla,53,45-54,Femenino,Redes sociales
U00382,2025-01-28,España,Barcelona,43,35-44,Femenino,Redes sociales
U00383,2023-01-21,Ecuador,Quito,43,35-44,Masculino,Orgánico
U00384,2024-08-12,Chile,La Serena,38,35-44,Femenino,Publicidad digital
U00385,2023-01-04,Chile,Santiago,50,45-54,Masculino,Referido
U00386,2023-12-02,México,Guadalajara,35,35-44,Femenino,Redes sociales
U00387,2024-02-21,México,Monterrey,23,18-24,Femenino,Referido
U00388,2024-04-05,Perú,Lima,23,18-24,Masculino,Publicidad digital
U00389,2024-12-07,México,Puebla,24,18-24,Masculino,Referido
U00390,2023-05-12,Chile,Santiago,41,35-44,Masculino,Redes sociales
U00391,2023-08-11,Chile,Temuco,42,35-44,Femenino,Publicidad digital
U00392,2024-04-08,Chile,Temuco,45,45-54,Femenino,Alianza comercial
U00393,2024-05-27,Chile,La Serena,33,25-34,Prefiere no indicar,Orgánico
U00394,2024-04-11,Colombia,Cali,35,35-44,Femenino,Orgánico
U00395,2024-10-14,Argentina,Mendoza,26,25-34,Femenino,Publicidad digital
U00396,2025-01-24,México,Guadalajara,33,25-34,Femenino,Publicidad digital
U00397,2025-05-31,Argentina,Mendoza,36,35-44,Masculino,Redes sociales
U00398,2023-07-17,México,Ciudad de México,27,25-34,Femenino,Alianza comercial
U00399,2025-04-12,Chile,Santiago,18,18-24,Masculino,Orgánico
U00400,2023-05-04,Colombia,Barranquilla,46,45-54,Masculino,Orgánico
U00401,2024-04-24,Colombia,Medellín,52,45-54,Femenino,Publicidad digital
U00402,2025-10-08,Chile,Temuco,30,25-34,Masculino,Publicidad digital
U00403,2024-11-20,Chile,Temuco,34,25-34,Femenino,Referido
U00404,2023-03-06,Perú,Trujillo,38,35-44,Femenino,Publicidad digital
U00405,2023-07-12,Argentina,Buenos Aires,29,25-34,Masculino,Redes sociales
U00406,2023-09-15,Chile,Temuco,28,25-34,Femenino,Referido
U00407,2023-04-08,Chile,Santiago,40,35-44,Masculino,Publicidad digital
U00408,2023-12-31,Chile,Santiago,39,35-44,Femenino,Orgánico
U00409,2024-06-01,México,Monterrey,22,18-24,Femenino,Redes sociales
U00410,2023-05-03,España,Madrid,18,18-24,Femenino,Publicidad digital
U00411,2025-04-28,Colombia,Cali,61,55+,Masculino,Orgánico
U00412,2025-06-23,Argentina,Mendoza,31,25-34,Masculino,Orgánico
U00413,2024-07-26,Perú,Trujillo,26,25-34,Femenino,Redes sociales
U00414,2024-11-05,España,Valencia,49,45-54,Masculino,Publicidad digital
U00415,2023-08-28,México,Ciudad de México,36,35-44,Masculino,Orgánico
U00416,2024-01-17,Chile,Temuco,20,18-24,Masculino,Orgánico
U00417,2024-11-10,Ecuador,Guayaquil,34,25-34,Prefiere no indicar,Publicidad digital
U00418,2024-08-12,Perú,Arequipa,56,55+,Prefiere no indicar,Redes sociales
U00419,2024-04-10,Chile,La Serena,22,18-24,Masculino,Orgánico
U00420,2024-12-27,España,Barcelona,53,45-54,No binario,Publicidad digital
U00421,2023-07-14,Colombia,Bogotá,57,55+,Masculino,Alianza comercial
U00422,2023-06-04,Chile,Santiago,32,25-34,Masculino,Orgánico
U00423,2023-08-01,México,Ciudad de México,35,35-44,Masculino,Referido
U00424,2024-10-24,Argentina,Córdoba,45,45-54,Femenino,Redes sociales
U00425,2025-04-25,México,Puebla,41,35-44,Masculino,Redes sociales
U00426,2025-09-14,México,Ciudad de México,40,35-44,Masculino,Referido
U00427,2025-02-08,España,Valencia,31,25-34,Femenino,Redes sociales
U00428,2023-11-06,España,Valencia,18,18-24,Masculino,Referido
U00429,2023-09-17,España,Valencia,38,35-44,Femenino,Referido
U00430,2025-03-30,Chile,Temuco,38,35-44,Femenino,Publicidad digital
U00431,2024-01-23,Argentina,Mendoza,68,55+,Masculino,Orgánico
U00432,2023-04-06,Perú,Cusco,55,55+,Masculino,Orgánico
U00433,2025-05-18,Argentina,Rosario,33,25-34,Femenino,Orgánico
U00434,2024-01-06,México,Monterrey,40,35-44,Femenino,Redes sociales
U00435,2023-02-14,Argentina,Córdoba,33,25-34,Masculino,Redes sociales
U00436,2025-11-22,México,Guadalajara,31,25-34,Femenino,Orgánico
U00437,2023-05-08,México,Monterrey,32,25-34,Masculino,Orgánico
U00438,2023-05-25,Argentina,Buenos Aires,25,25-34,Masculino,Redes sociales
U00439,2025-04-15,Argentina,Mendoza,22,18-24,Masculino,Redes sociales
U00440,2024-07-26,Chile,Concepción,29,25-34,Masculino,Publicidad digital
U00441,2025-04-20,Ecuador,Cuenca,48,45-54,Masculino,Publicidad digital
U00442,2023-11-17,Colombia,Barranquilla,34,25-34,Masculino,Publicidad digital
U00443,2025-09-10,Chile,Concepción,30,25-34,Femenino,Publicidad digital
U00444,2025-02-08,México,Monterrey,23,18-24,Femenino,Referido
U00445,2025-02-25,Chile,Concepción,38,35-44,Masculino,Orgánico
U00446,2024-06-10,Chile,Concepción,18,18-24,Masculino,Orgánico
U00447,2025-08-16,Chile,Santiago,19,18-24,Masculino,Orgánico
U00448,2024-08-31,Perú,Arequipa,39,35-44,Femenino,Publicidad digital
U00449,2024-09-23,España,Valencia,39,35-44,Masculino,Orgánico
U00450,2024-07-27,Perú,Lima,18,18-24,Masculino,Orgánico
U00451,2023-06-25,México,Guadalajara,35,35-44,Femenino,Orgánico
U00452,2025-03-06,México,Puebla,37,35-44,Femenino,Orgánico
U00453,2023-10-22,España,Valencia,40,35-44,Femenino,Referido
U00454,2023-10-25,Argentina,Mendoza,43,35-44,Femenino,Alianza comercial
U00455,2024-05-15,Colombia,Medellín,32,25-34,Femenino,Referido
U00456,2024-05-30,Perú,Cusco,33,25-34,Femenino,Alianza comercial
U00457,2025-07-29,Chile,La Serena,41,35-44,Masculino,Publicidad digital
U00458,2023-03-21,Chile,Temuco,21,18-24,Masculino,Redes sociales
U00459,2025-07-30,Chile,Valparaíso,25,25-34,Masculino,Orgánico
U00460,2025-05-05,México,Monterrey,33,25-34,Masculino,Orgánico
U00461,2024-07-16,Argentina,Rosario,23,18-24,Femenino,Publicidad digital
U00462,2025-01-29,Argentina,Buenos Aires,40,35-44,Femenino,Orgánico
U00463,2024-05-23,Colombia,Barranquilla,51,45-54,Femenino,Alianza comercial
U00464,2024-01-28,España,Sevilla,22,18-24,Femenino,Redes sociales
U00465,2025-02-06,México,Guadalajara,22,18-24,Femenino,Orgánico
U00466,2023-11-01,Chile,Temuco,53,45-54,Masculino,Referido
U00467,2025-05-23,Colombia,Bogotá,35,35-44,Masculino,Publicidad digital
U00468,2023-07-10,Colombia,Medellín,48,45-54,Femenino,Publicidad digital
U00469,2024-06-18,Argentina,Córdoba,45,45-54,Masculino,Alianza comercial
U00470,2025-08-16,Chile,Temuco,40,35-44,Femenino,Redes sociales
U00471,2023-10-03,Chile,Valparaíso,31,25-34,Masculino,Publicidad digital
U00472,2024-05-22,Perú,Cusco,18,18-24,Masculino,Redes sociales
U00473,2025-10-23,Colombia,Cali,50,45-54,Masculino,Orgánico
U00474,2024-01-16,España,Sevilla,18,18-24,Femenino,Publicidad digital
U00475,2025-01-31,Ecuador,Cuenca,29,25-34,Masculino,Alianza comercial
U00476,2024-08-31,Chile,Temuco,35,35-44,Femenino,Redes sociales
U00477,2023-07-23,España,Madrid,25,25-34,Masculino,Publicidad digital
U00478,2024-12-14,Perú,Arequipa,34,25-34,Femenino,Alianza comercial
U00479,2023-08-02,Ecuador,Cuenca,42,35-44,Femenino,Redes sociales
U00480,2024-07-14,México,Ciudad de México,38,35-44,Femenino,Orgánico
U00481,2023-08-20,Argentina,Rosario,42,35-44,Masculino,Publicidad digital
U00482,2024-06-28,Chile,Concepción,52,45-54,Masculino,Redes sociales
U00483,2024-02-22,México,Puebla,27,25-34,Prefiere no indicar,Orgánico
U00484,2024-02-24,Argentina,Córdoba,18,18-24,Femenino,Orgánico
U00485,2025-07-07,Chile,Concepción,45,45-54,Femenino,Orgánico
U00486,2024-12-04,México,Ciudad de México,59,55+,Femenino,Redes sociales
U00487,2023-08-29,Colombia,Bogotá,37,35-44,Masculino,Publicidad digital
U00488,2025-03-11,Colombia,Cali,35,35-44,Femenino,Orgánico
U00489,2023-05-12,Argentina,Mendoza,43,35-44,Masculino,Orgánico
U00490,2024-06-05,Argentina,Buenos Aires,28,25-34,Masculino,Referido
U00491,2023-03-04,Chile,La Serena,28,25-34,Masculino,Publicidad digital
U00492,2024-04-11,Perú,Lima,27,25-34,Femenino,Orgánico
U00493,2024-06-02,Chile,Concepción,39,35-44,Femenino,Publicidad digital
U00494,2024-08-02,Argentina,Rosario,48,45-54,Masculino,Redes sociales
U00495,2023-10-24,España,Sevilla,68,55+,Masculino,Orgánico
U00496,2023-05-08,Ecuador,Cuenca,25,25-34,Femenino,Publicidad digital
U00497,2025-11-27,Ecuador,Guayaquil,36,35-44,Masculino,Redes sociales
U00498,2025-08-27,Chile,Valparaíso,18,18-24,Femenino,Redes sociales
U00499,2025-04-14,Chile,La Serena,49,45-54,Femenino,Publicidad digital
U00500,2023-01-18,México,Ciudad de México,20,18-24,Masculino,Redes sociales
U00501,2023-02-12,Ecuador,Guayaquil,42,35-44,Masculino,Referido
U00502,2025-09-01,Chile,Temuco,29,25-34,Masculino,Publicidad digital
U00503,2024-12-21,México,Guadalajara,27,25-34,Masculino,Alianza comercial
U00504,2023-04-24,México,Guadalajara,27,25-34,Femenino,Redes sociales
U00505,2023-02-07,Chile,Santiago,24,18-24,Masculino,Orgánico
U00506,2024-04-16,México,Puebla,38,35-44,Masculino,Redes sociales
U00507,2025-06-04,México,Puebla,18,18-24,Masculino,Alianza comercial
U00508,2024-02-20,Chile,Valparaíso,37,35-44,Masculino,Publicidad digital
U00509,2024-05-12,Chile,Valparaíso,46,45-54,Masculino,Referido
U00510,2023-09-27,España,Sevilla,18,18-24,Femenino,Referido
U00511,2023-12-15,Chile,Concepción,55,55+,Masculino,Orgánico
U00512,2025-09-19,Chile,Concepción,26,25-34,Masculino,Publicidad digital
U00513,2024-02-15,Colombia,Barranquilla,63,55+,Masculino,Referido
U00514,2023-05-27,Chile,Concepción,58,55+,Femenino,Redes sociales
U00515,2024-08-16,Chile,Valparaíso,18,18-24,Femenino,Redes sociales
U00516,2023-02-16,México,Ciudad de México,18,18-24,Masculino,Publicidad digital
U00517,2025-08-05,España,Barcelona,25,25-34,Femenino,Orgánico
U00518,2025-06-21,Chile,La Serena,52,45-54,Masculino,Orgánico
U00519,2024-05-25,Ecuador,Guayaquil,36,35-44,Femenino,Orgánico
U00520,2025-06-16,Perú,Lima,23,18-24,Femenino,Orgánico
U00521,2023-02-17,Argentina,Rosario,38,35-44,Femenino,Referido
U00522,2023-06-17,Chile,Valparaíso,60,55+,Femenino,Alianza comercial
U00523,2023-08-15,Colombia,Bogotá,45,45-54,No binario,Redes sociales
U00524,2023-05-22,Argentina,Buenos Aires,21,18-24,Masculino,Redes sociales
U00525,2025-04-10,Perú,Cusco,29,25-34,Masculino,Redes sociales
U00526,2024-07-03,Chile,Temuco,41,35-44,Masculino,Referido
U00527,2024-11-27,Chile,Temuco,40,35-44,Femenino,Referido
U00528,2023-09-17,Colombia,Bogotá,34,25-34,Masculino,Alianza comercial
U00529,2024-03-20,Chile,Valparaíso,30,25-34,Femenino,Redes sociales
U00530,2024-01-11,Chile,La Serena,40,35-44,Femenino,Referido
U00531,2023-04-14,Chile,Concepción,28,25-34,Masculino,Publicidad digital
U00532,2024-03-07,Chile,La Serena,40,35-44,Femenino,Referido
U00533,2025-04-18,México,Monterrey,25,25-34,Masculino,Orgánico
U00534,2023-01-31,Perú,Lima,18,18-24,Prefiere no indicar,Alianza comercial
U00535,2024-03-25,España,Sevilla,55,55+,Femenino,Orgánico
U00536,2024-02-21,Colombia,Barranquilla,28,25-34,Femenino,Orgánico
U00537,2023-04-16,Ecuador,Cuenca,24,18-24,Femenino,Referido
U00538,2025-04-01,Chile,Valparaíso,46,45-54,Femenino,Alianza comercial
U00539,2025-04-28,Colombia,Medellín,18,18-24,Femenino,Publicidad digital
U00540,2023-03-18,Argentina,Buenos Aires,31,25-34,Femenino,Alianza comercial
U00541,2023-07-29,España,Valencia,44,35-44,Masculino,Orgánico
U00542,2025-08-17,México,Ciudad de México,48,45-54,Femenino,Alianza comercial
U00543,2024-02-24,México,Puebla,32,25-34,Femenino,Orgánico
U00544,2024-10-19,México,Guadalajara,34,25-34,Masculino,Orgánico
U00545,2025-02-20,Chile,La Serena,18,18-24,Femenino,Publicidad digital
U00546,2024-01-09,Chile,Concepción,21,18-24,Masculino,Publicidad digital
U00547,2023-03-07,Colombia,Bogotá,43,35-44,Masculino,Redes sociales
U00548,2024-03-19,España,Valencia,33,25-34,Masculino,Publicidad digital
U00549,2024-05-26,Perú,Trujillo,36,35-44,Femenino,Referido
U00550,2023-09-05,Chile,Valparaíso,30,25-34,Masculino,Publicidad digital
U00551,2024-09-19,España,Sevilla,39,35-44,Femenino,Publicidad digital
U00552,2025-11-16,Argentina,Córdoba,29,25-34,Masculino,Redes sociales
U00553,2023-02-14,Colombia,Bogotá,34,25-34,Masculino,Redes sociales
U00554,2023-03-12,Perú,Cusco,28,25-34,Masculino,Redes sociales
U00555,2023-10-24,Colombia,Bogotá,21,18-24,Femenino,Referido
U00556,2025-09-20,Colombia,Bogotá,27,25-34,Femenino,Alianza comercial
U00557,2025-10-14,Colombia,Cali,41,35-44,Masculino,Publicidad digital
U00558,2024-12-16,Perú,Lima,28,25-34,Femenino,Publicidad digital
U00559,2023-04-12,España,Barcelona,18,18-24,Femenino,Publicidad digital
U00560,2024-07-10,Perú,Cusco,23,18-24,Masculino,Referido
U00561,2025-05-17,México,Guadalajara,39,35-44,Femenino,Redes sociales
U00562,2024-03-05,Chile,Temuco,51,45-54,Masculino,Redes sociales
U00563,2023-06-05,Perú,Trujillo,49,45-54,Femenino,Redes sociales
U00564,2023-02-03,Argentina,Buenos Aires,47,45-54,Masculino,Publicidad digital
U00565,2024-11-27,México,Ciudad de México,27,25-34,Femenino,Publicidad digital
U00566,2023-06-20,Perú,Lima,34,25-34,Femenino,Redes sociales
U00567,2024-04-20,España,Madrid,32,25-34,Femenino,Redes sociales
U00568,2023-05-14,Argentina,Córdoba,51,45-54,Femenino,Publicidad digital
U00569,2023-10-11,México,Monterrey,41,35-44,Femenino,Redes sociales
U00570,2025-06-27,Perú,Trujillo,37,35-44,Masculino,Referido
U00571,2023-02-07,Argentina,Rosario,35,35-44,Masculino,Orgánico
U00572,2024-11-18,Chile,Concepción,40,35-44,Femenino,Referido
U00573,2025-03-03,México,Guadalajara,33,25-34,No binario,Publicidad digital
U00574,2025-10-17,España,Valencia,21,18-24,Masculino,Redes sociales
U00575,2024-08-18,México,Ciudad de México,47,45-54,Femenino,Orgánico
U00576,2024-07-01,Argentina,Córdoba,42,35-44,Femenino,Orgánico
U00577,2024-12-06,Perú,Lima,24,18-24,Masculino,Referido
U00578,2025-07-19,Chile,Santiago,37,35-44,Masculino,Publicidad digital
U00579,2024-05-12,México,Monterrey,18,18-24,Masculino,Orgánico
U00580,2024-08-21,España,Valencia,47,45-54,Femenino,Redes sociales
U00581,2025-02-16,Argentina,Mendoza,20,18-24,Masculino,Orgánico
U00582,2024-02-17,España,Sevilla,52,45-54,Masculino,Publicidad digital
U00583,2025-03-25,Colombia,Barranquilla,18,18-24,Femenino,Orgánico
U00584,2023-09-28,Chile,Temuco,18,18-24,Masculino,Publicidad digital
U00585,2025-08-01,Chile,Concepción,26,25-34,Femenino,Orgánico
U00586,2025-04-27,Argentina,Buenos Aires,38,35-44,Masculino,Alianza comercial
U00587,2023-04-22,Chile,Temuco,44,35-44,Masculino,Orgánico
U00588,2025-11-11,Ecuador,Cuenca,54,45-54,Femenino,Orgánico
U00589,2024-12-29,Perú,Arequipa,24,18-24,Femenino,Publicidad digital
U00590,2025-08-23,Colombia,Cali,44,35-44,Femenino,Redes sociales
U00591,2024-10-10,Perú,Arequipa,36,35-44,Masculino,Referido
U00592,2024-02-26,Argentina,Córdoba,42,35-44,Femenino,Redes sociales
U00593,2023-11-19,México,Guadalajara,37,35-44,Masculino,Redes sociales
U00594,2023-04-13,México,Puebla,35,35-44,Masculino,Publicidad digital
U00595,2024-06-21,Colombia,Medellín,41,35-44,Femenino,Publicidad digital
U00596,2023-12-07,España,Valencia,54,45-54,Prefiere no indicar,Orgánico
U00597,2025-09-14,Chile,Concepción,41,35-44,Masculino,Orgánico
U00598,2023-06-17,Colombia,Cali,21,18-24,Femenino,Publicidad digital
U00599,2024-06-09,Colombia,Bogotá,44,35-44,Femenino,Redes sociales
U00600,2024-06-24,Chile,Santiago,38,35-44,Masculino,Redes sociales
U00601,2023-07-05,España,Barcelona,22,18-24,No binario,Orgánico
U00602,2025-09-08,Chile,Valparaíso,56,55+,Masculino,Orgánico
U00603,2023-05-01,Chile,La Serena,26,25-34,Femenino,Publicidad digital
U00604,2023-08-02,Chile,Valparaíso,68,55+,Femenino,Redes sociales
U00605,2025-05-03,Chile,Temuco,51,45-54,Femenino,Redes sociales
U00606,2025-06-14,Argentina,Rosario,18,18-24,Masculino,Publicidad digital
U00607,2023-01-29,Perú,Arequipa,22,18-24,Femenino,Orgánico
U00608,2025-08-26,Perú,Lima,46,45-54,Femenino,Publicidad digital
U00609,2025-05-02,Chile,Concepción,25,25-34,Masculino,Referido
U00610,2024-08-20,Argentina,Córdoba,46,45-54,Femenino,Referido
U00611,2024-04-11,México,Guadalajara,47,45-54,Masculino,Orgánico
U00612,2024-11-16,Chile,Temuco,66,55+,Femenino,Redes sociales
U00613,2023-08-26,México,Puebla,18,18-24,Masculino,Orgánico
U00614,2024-08-13,Perú,Cusco,46,45-54,Masculino,Orgánico
U00615,2025-05-14,México,Puebla,24,18-24,Masculino,Orgánico
U00616,2024-06-23,Perú,Cusco,53,45-54,Femenino,Redes sociales
U00617,2023-06-20,España,Barcelona,61,55+,Femenino,Publicidad digital
U00618,2025-05-02,Chile,La Serena,52,45-54,Masculino,Orgánico
U00619,2024-04-21,Ecuador,Cuenca,36,35-44,Masculino,Publicidad digital
U00620,2023-02-20,México,Monterrey,18,18-24,Masculino,Referido
U00621,2025-05-14,Chile,La Serena,18,18-24,Femenino,Publicidad digital
U00622,2025-03-04,Chile,Santiago,22,18-24,No binario,Orgánico
U00623,2025-01-10,Perú,Trujillo,39,35-44,Femenino,Referido
U00624,2025-03-09,España,Barcelona,36,35-44,Masculino,Orgánico
U00625,2025-11-09,Argentina,Buenos Aires,29,25-34,Masculino,Publicidad digital
U00626,2025-07-22,México,Guadalajara,37,35-44,Femenino,Publicidad digital
U00627,2023-02-21,Colombia,Barranquilla,18,18-24,Femenino,Publicidad digital
U00628,2023-06-01,México,Puebla,40,35-44,Masculino,Referido
U00629,2024-05-19,España,Barcelona,49,45-54,Masculino,Orgánico
U00630,2023-11-10,Argentina,Mendoza,32,25-34,Femenino,Orgánico
U00631,2023-07-03,México,Puebla,23,18-24,Femenino,Orgánico
U00632,2025-08-03,Argentina,Mendoza,65,55+,Femenino,Redes sociales
U00633,2023-08-23,Colombia,Cali,28,25-34,Masculino,Referido
U00634,2025-10-17,Chile,Santiago,50,45-54,Femenino,Redes sociales
U00635,2023-04-11,Colombia,Bogotá,18,18-24,Femenino,Orgánico
U00636,2024-06-09,Chile,Temuco,18,18-24,Femenino,Orgánico
U00637,2025-03-08,México,Puebla,57,55+,Masculino,Redes sociales
U00638,2024-03-02,Chile,La Serena,31,25-34,Masculino,Publicidad digital
U00639,2025-05-06,México,Monterrey,18,18-24,Femenino,Publicidad digital
U00640,2025-04-17,Argentina,Buenos Aires,44,35-44,Masculino,Redes sociales
U00641,2024-11-22,Chile,Temuco,24,18-24,Femenino,Redes sociales
U00642,2024-08-18,Colombia,Bogotá,33,25-34,Femenino,Referido
U00643,2023-04-20,Colombia,Bogotá,32,25-34,Femenino,Referido
U00644,2025-08-28,España,Sevilla,26,25-34,Masculino,Referido
U00645,2023-09-23,México,Guadalajara,37,35-44,Femenino,Publicidad digital
U00646,2023-03-15,México,Monterrey,43,35-44,Femenino,Redes sociales
U00647,2025-11-04,México,Puebla,26,25-34,Femenino,Publicidad digital
U00648,2024-06-06,México,Ciudad de México,28,25-34,Femenino,Referido
U00649,2024-12-15,Colombia,Medellín,23,18-24,Masculino,Redes sociales
U00650,2023-04-24,Chile,La Serena,59,55+,Masculino,Publicidad digital
U00651,2024-12-28,España,Barcelona,22,18-24,Masculino,Orgánico
U00652,2024-05-02,Argentina,Buenos Aires,37,35-44,Femenino,Publicidad digital
U00653,2024-07-27,Colombia,Barranquilla,39,35-44,Femenino,Redes sociales
U00654,2023-08-02,Chile,Santiago,18,18-24,Femenino,Orgánico
U00655,2023-07-26,Colombia,Cali,43,35-44,Femenino,Orgánico
U00656,2024-03-24,México,Guadalajara,18,18-24,Prefiere no indicar,Orgánico
U00657,2025-08-12,Chile,Santiago,34,25-34,Femenino,Redes sociales
U00658,2023-05-08,España,Valencia,42,35-44,Femenino,Publicidad digital
U00659,2023-03-19,Chile,La Serena,42,35-44,Masculino,Redes sociales
U00660,2025-09-25,Chile,Concepción,30,25-34,Masculino,Publicidad digital
U00661,2023-08-15,Chile,Temuco,49,45-54,Femenino,Redes sociales
U00662,2025-03-02,España,Sevilla,18,18-24,Masculino,Redes sociales
U00663,2023-10-14,Ecuador,Guayaquil,40,35-44,Masculino,Orgánico
U00664,2024-10-31,México,Ciudad de México,40,35-44,Masculino,Referido
U00665,2024-03-29,Perú,Trujillo,23,18-24,Masculino,Referido
U00666,2024-04-11,México,Puebla,39,35-44,Femenino,Orgánico
U00667,2024-08-20,Argentina,Córdoba,51,45-54,Femenino,Alianza comercial
U00668,2023-05-30,Chile,Temuco,32,25-34,Femenino,Redes sociales
U00669,2025-08-21,México,Monterrey,43,35-44,Femenino,Publicidad digital
U00670,2023-02-27,México,Monterrey,26,25-34,Masculino,Orgánico
U00671,2025-05-11,Colombia,Bogotá,26,25-34,Femenino,Referido
U00672,2025-09-17,Chile,Valparaíso,36,35-44,Masculino,Redes sociales
U00673,2024-03-08,Chile,Temuco,19,18-24,Masculino,Orgánico
U00674,2025-08-22,Chile,Santiago,35,35-44,Masculino,Referido
U00675,2025-06-29,España,Valencia,46,45-54,Masculino,Orgánico
U00676,2024-03-21,Chile,La Serena,52,45-54,Masculino,Redes sociales
U00677,2024-05-05,México,Guadalajara,37,35-44,Femenino,Referido
U00678,2023-06-08,España,Barcelona,22,18-24,Masculino,Alianza comercial
U00679,2024-05-07,Chile,Temuco,28,25-34,Femenino,Referido
U00680,2023-09-29,Argentina,Buenos Aires,18,18-24,Masculino,Publicidad digital
U00681,2024-06-12,Ecuador,Cuenca,27,25-34,Masculino,Redes sociales
U00682,2023-06-26,Ecuador,Cuenca,29,25-34,Masculino,Publicidad digital
U00683,2025-09-21,Colombia,Barranquilla,38,35-44,Masculino,Orgánico
U00684,2025-06-02,Chile,La Serena,28,25-34,Femenino,Orgánico
U00685,2024-09-08,Argentina,Rosario,18,18-24,Femenino,Orgánico
U00686,2024-02-09,Colombia,Bogotá,42,35-44,Masculino,Orgánico
U00687,2024-05-03,Chile,Valparaíso,45,45-54,Femenino,Orgánico
U00688,2024-10-20,Argentina,Buenos Aires,25,25-34,Femenino,Referido
U00689,2024-04-03,México,Monterrey,60,55+,Femenino,Referido
U00690,2023-07-23,Argentina,Córdoba,43,35-44,Masculino,Orgánico
U00691,2025-11-19,España,Sevilla,22,18-24,Masculino,Orgánico
U00692,2025-04-13,Chile,La Serena,42,35-44,Prefiere no indicar,Redes sociales
U00693,2025-06-22,Ecuador,Cuenca,24,18-24,Masculino,Referido
U00694,2024-06-22,Ecuador,Cuenca,22,18-24,Masculino,Orgánico
U00695,2025-05-25,Chile,Concepción,47,45-54,Femenino,Orgánico
U00696,2025-03-10,Perú,Lima,44,35-44,Masculino,Orgánico
U00697,2024-04-14,Chile,Concepción,38,35-44,Femenino,Referido
U00698,2025-08-05,Argentina,Buenos Aires,32,25-34,Masculino,Referido
U00699,2023-10-04,Perú,Trujillo,28,25-34,Masculino,Redes sociales
U00700,2025-10-21,México,Guadalajara,19,18-24,Femenino,Redes sociales
U00701,2024-01-01,Chile,Temuco,18,18-24,Masculino,Alianza comercial
U00702,2023-08-01,España,Barcelona,43,35-44,Masculino,Referido
U00703,2025-10-11,México,Monterrey,34,25-34,Masculino,Orgánico
U00704,2025-07-18,Perú,Arequipa,26,25-34,Masculino,Publicidad digital
U00705,2023-07-08,Ecuador,Cuenca,19,18-24,Femenino,Publicidad digital
U00706,2024-03-25,México,Ciudad de México,20,18-24,Masculino,Redes sociales
U00707,2025-07-07,Perú,Trujillo,26,25-34,Femenino,Orgánico
U00708,2023-05-16,Perú,Cusco,25,25-34,Masculino,Publicidad digital
U00709,2024-08-28,Colombia,Cali,25,25-34,Femenino,Publicidad digital
U00710,2025-08-18,México,Monterrey,18,18-24,Masculino,Referido
U00711,2025-06-13,México,Monterrey,37,35-44,Femenino,Orgánico
U00712,2025-04-03,España,Valencia,18,18-24,Masculino,Referido
U00713,2023-10-24,Perú,Lima,31,25-34,Masculino,Publicidad digital
U00714,2024-06-18,México,Puebla,26,25-34,Masculino,Redes sociales
U00715,2023-12-26,Chile,La Serena,49,45-54,Femenino,Orgánico
U00716,2024-03-03,Chile,La Serena,49,45-54,Femenino,Redes sociales
U00717,2025-08-05,Colombia,Medellín,21,18-24,Masculino,Publicidad digital
U00718,2024-05-05,México,Guadalajara,51,45-54,Masculino,Redes sociales
U00719,2023-06-14,Argentina,Buenos Aires,37,35-44,Masculino,Orgánico
U00720,2024-08-23,Colombia,Barranquilla,33,25-34,Femenino,Referido
U00721,2024-06-12,Chile,Valparaíso,37,35-44,Femenino,Referido
U00722,2023-05-20,Ecuador,Quito,25,25-34,Femenino,Publicidad digital
U00723,2024-11-06,España,Sevilla,43,35-44,Femenino,Alianza comercial
U00724,2024-04-03,Argentina,Rosario,18,18-24,Masculino,Redes sociales
U00725,2023-06-10,México,Guadalajara,39,35-44,Femenino,Referido
U00726,2023-02-24,Chile,Concepción,29,25-34,Femenino,Redes sociales
U00727,2025-04-17,México,Puebla,37,35-44,Femenino,Alianza comercial
U00728,2023-07-26,México,Ciudad de México,39,35-44,Masculino,Redes sociales
U00729,2024-08-23,Colombia,Medellín,39,35-44,Femenino,Publicidad digital
U00730,2023-11-30,España,Barcelona,48,45-54,Femenino,Redes sociales
